State,County,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days SO2,Days PM2.5,Days PM10,FIPS
Minnesota,Ramsey,2018,90,60,30,0,0,0,0,79,60,43,0,0,0,0,90,0,27
Minnesota,Saint Louis,2018,90,83,7,0,0,0,0,61,49,39,0,0,74,0,16,0,27
Minnesota,Scott,2018,28,22,6,0,0,0,0,58,55,36,0,0,0,0,28,0,27
Minnesota,Stearns,2018,90,73,17,0,0,0,0,70,55,31,0,0,0,0,90,0,27
Minnesota,Wright,2018,90,78,12,0,0,0,0,65,55,31,0,0,0,0,90,0,27
Mississippi,Yalobusha,2018,52,52,0,0,0,0,0,39,35,28,0,0,52,0,0,0,28
Montana,Flathead,2018,90,90,0,0,0,0,0,47,43,37,0,0,90,0,0,0,30
Montana,Gallatin,2018,90,90,0,0,0,0,0,34,17,6,19,50,0,0,21,0,30
Nebraska,Cass,2018,31,31,0,0,0,0,0,22,19,12,0,0,0,0,0,31,31
Nebraska,Douglas,2018,90,55,35,0,0,0,0,78,60,48,0,0,14,0,74,2,31
Nebraska,Hall,2018,20,18,2,0,0,0,0,68,51,22,0,0,0,0,20,0,31
